Review,sentiment
Kok Saya Susah Sekali ya mendapatkan kode OTP? Mohon penjelasan nya setiap saya ingin angkat langsung mati telepon nya?,1
saya mau tanya untuk wilayah kota bekasi bisa ga udah di jangkau apa belum yah,1
Kota tangerang belum ada ya? Aku dah install lama tp belum transaksi nih mau coba. Min kota tangerang belom ada ya?,0
Kak buka cabang di jombang dong lumayan nih tambah tambah saat pandemi tidak ada sangu plisss buka di jombang,1
Sampah Cepat Teratasi dan Ternyata Barang yang sudah jadi sampah itu bisa mempunyai Nilai/Harga,1
Saya blum dapet kode otp untuk registrasi apa servernya error,1
"Sdh ajukan pick up, tdk dpt kurir terus :(",-1
"Responnya cepat, ramah..",1
Mudah2an semua berjalan baik dan lancar,1
"Aku kasih 3 dulu, apa di medan udh ada kak? Mau coba soalnya. Ada kendala di pengisian provinsi utk kelengkapan data😭🙏",0
"Apa untuk wilayah Pontianak bisa juga kah,atau hanya di daerah tertentu.",1
Gak bisa 2 daftar.. Capek deh udah download gak bs dibuka.. Ngabisin quota aja,-1
Aplikasi bagus..tapi apakah daur ulangnya untuk UMKM atau finalisasinya kemana ya,1
"Gimana si, uda masukin nomer yg bener tp ga dapet² kode OTP, mengirim ulang teruss.. Btw daerah Solo bisa dijangkau gak?",0
Uninstall dulu. Saya tunggu surabaya ya. Thanks,1
"3 dulu bintangnya. Cakupan area nya belum luas, saya di TUGU CIMANGGIS DEPOK",0
hahahhaa tadi sempet kesel karena ada sesuatu cuman saat melihat keseriusan Kaka pekerja nya dalam membantu dan memuaskan hawa hasrat para pengguna nya mereka serius terimakasih banget ya dan semangat terus Tuhan memberkati,1
Saya baru mendaftar tapi gagal karna kode otp tidak pernah masuk ke hp saya kira kira untuk menghubungi service center nya itu kemana ya?,0
Kasih bintang 3 dulu. Jawa Timur sama sekali belum ada.,0
"Hai duitin nama ku Annisah,saya mau tanya apa boleh di umur 11 tahun boleh memakai aplikasih ini karena saya tidak mau jadi beban orang tua😔 jadi saya donload ini apa bisa saya tunggu balasan nya.🙏😊",1
"Untuk daerah bandung kak, mohon di adakan juga terima kasih",0
"Aplikasinya bagus, mencintai alam sekali",1
Aplikasi ini belum berlaku di seluruh Indonesia ya? Termasuk Bandar Lampung?,0
Bisa naruh hal seperti ini di kota semarang ndak? Sepertinya sangat menggiurkan,1
Kok saya gak bisa daftar..keterangan jaringan eror,0
untuk lokasi surabaya timur dong.. biar saya jg bs ikutn duitin . nnti klo di surabaya udh ada sy kasih * full,0
Di daerah Bekasi apakah sudah ada? Saya coba berkali2 tidak mendapatkan picker,1
"Sangat membantu,tapi area cakupan nya belum ada Bogor tolong dong biar saya bisa ikut berpatisipasi",1
"Sayang sekali area cakupan tidak sampai tangerang kota, hanya tangerang selatan, :(",-1
"Diaplikasinya kok gak ada untuk area Bekasi? Hanya Jakarta,TangSel,Jogja saja? Saya sedang kost di Bogor sewaktu-waktu butuh ketika sedang pulang ke Bekasi. Lalu saya udah nunggu buat jemput sampah gak ada yang datang? Gimana dong?",-1
Bagus sangat berguna tp apa fi daerah kalimantan bisa?,1
"Bingung cara nya dpt kode ... trus hbis dftar .. nunggu kode .. gak keluar"" .. aku lewati malah terjadi kesalahan ... taaaiiiiii",-1
"Mantaabbbsss, nemu aplikasi ini dari IG lumayanlah buat nambah uang jajan. Cocok buat Mahasiswa",1
"Tolong dongg tambahin area cakupan nyaa, biar satu negara bisa berkontribusi ngebersihin indonesia",0
"Kak maaf mau tanya, saya sdh lihat area cakupan nya, Bogor ada. Saya izin bertanya, untuk popok sekali pakai apakah di bogor bisa? Dan bagaimana caranya? Maksudnya apakah popok tersebut dibersihkan terlebih dahulu atau bagaimana, dan apakah hanya merk sweety saja yang boleh? Karena di logo ny gambar sweety. Terimakasih banyak",1
"Tolong min disurabaya dipercepat ,karena apk ini membantu ekonomi kampung.😅",1
"Aplikasi yg sangat inovatif dan bermanfaat, Cakupannya di Lampung kapan nih min?",1
Maaf mau bertanya kenapa dari tadi tidak ada telepon untuk OTP ya?,1
Assalamualaikum Mau tanya min untuk sulsel apa masuk dalam daftar Apk duiti? 3 bintang dlu nanti klw masuk daftar daerahku ku kasih Full sampai JENDRAL hehehe,0
"Timbangannya Digital Jadi Anti Curang dalam timbangan, keren",1
Payah otp tidak bisa masuk...gimana mau join,-1
Hi kak saya dari sumenep jatim. Senang sekali dg program ini. Sangat menyenangkan jika di kota kami ada cabang.. Kami pegiat lingkungan makin sangat senang hati bekerjasama,1
Kenapa saya tidak mendapatkan kode otp.. tidak ada telp masuk,-1
Tolong lah kode otp nya koq susah bgt...ditlp ga saya angkat tp mana kode nya mlh ngulang pendaftarannya...tolong dibantu...,-1
Aplikasi pintar yang sangat bermanfaat,1
Apa ada tutorial untuk cara.a baik maupun jadi kontributor atau picker??🙏,1
Apk ini Payahh bgttttttt kecepetan kode otp nya!!!!!!!,-1
Gak bisa d buka terjadi kesalahan mulu,-1
"Cara nimbangnya bagaimana kalo tidak punya timbangan ? Apa dari pihak duitin, menyediakan ?",0
"Kok gk ada pilihan buat hapus akun?... Dan data diri selfi ktp apakah aman? Data selfi pake ktp itu tidak d perjual belikan,? saya udh download tp jd takut ...",-1
Mohon maaf untuk harga terlalu murah,1
Misinya sih bagus merawat bumi dari sampah....sayangnya cakupan area kota Depok belum terjangkau padahal potensi sampah daur ulang di depok sangat besar🤔🤔,-1
saya memang pamain limbah tapi khusus plastik apakah bisa di terima lokasi saya di tenjo,1
Bgtu pncet daftar eh mlah ke buang ke menu lg apk aneh,-1
Maaf ku kasih 3 dulu mau tanya dulu sebelumnya apakah daerah saya di kota klaten apakah sudah ada orang yg mengambil barangnya atau sudah ada kah di daerah saya itu saja terima kasih,0
Aku kasih 4 dulu klo misi ku dah lancar dan berhasil ntar aku tambahin,1
"Kode nya kok gak ada yaa,pas diangkat telfon kodenya eh dimatiin🤦‍♂",0
Mohon maaf saya tidak jadi gabung mohon data data saya dihapus dari duitin terimakasih tolong dengan sangat data saya dihapus,1
"Kalau sampah plastik seperti kantong kresek, bungkus mie instan & plastik es bisa apa ga?",0
sayangnya untuk daerah tegal dan sekitarnya belum ada.,0
"Sementara bintang 3 dulu, coz no wa nya ternyata ga ada, apakah ganti no? Padahal ada yg ingin sy tanyakan...",0
Awalnya sya kecewa karena tidak dpt kode eh tryata sya coba dpt juga dan Terbuki sya kasi bintang 5,1
Wah mantap.. lumayan buat nebelin dompet,1
"Apakah sudah menjangkau sampai semarang dan sekitarnya...? Seperti demak, kudus & jepara...?",1
"Kenapa harga nya murah sekali, di abang tukang loak kardus 1 kilo bisa sampai 8 ribu",0
"Kak saya dari medan, apakah layanan nya sudah ada di medan? , soalnya saya untuk isi data juga belum bisa kak",1
"kenapa murah sekali harga jual minyak jelantah 1kg, saya biasa jual 1kg 8.000 ini 1kg ko cuma 1.000",0
"Kirain dapat duit gratis, ternyata kudu beli dulu",0
"Kesini gara² tiktok 😳, mau coba dlu jdi ku kasih bintang 3 dlu yaa 😊",0
Aplikasi nya pake KTP segala ribet ahh ntr malah di salah gunakan buat pinjol,-1
"Apakah Di kota bekasi sdh hadir, sy ada byk botol plastik untuk ditukarkan ditunggu ya kehadirannya nnti ditambah deh bintangnya thanks",0
Mohon kerja samanya di jawa tengah khususnya tegal harus ada,1
Kenapa saya tidak bisa masukkan verifikasi no tlpnya yaaa,1
"Ga bs masuk di aplikasi,oops terjadi kesalahan,coba lagi.🥵",-1
Mohon maaf saya pengguna baru tapi saya ingin bertanya mengapa pesanan saya di batal kan? Terimakasih,1
Sy sudah daftar tapi di minta kode referral nya. Nah kode nya sy dapat dari mana ini kah??,1
"Halo, saya coba daftar tapi tidak bisa mendapatkan kode otp, apa yg harus saya lakukan ? Terima kasih",0
kode otp gamasuk2 berkali2 dicoba.,-1
Kalo misalkan puntung rokok bagian gabus nya bisa gak min,1
"Area cakupannya blum ada di sulawesi selatan,masukin dong",1
"Kelurahan domisili saya tinggal ngga ada?? mohon untuk diupdate di lengkapi lagi, sy domisili Jakarta",1
susah banget dapet otp nya :(,-1
Sangat bermanfaat buat lingkungan,1
kok saya ga bsa daftar ya,-1
Kenapa saya mau daftar malah keluar aplikasi ya?,0
Gk bisa verifikasi jadi gk guna juga,-1
"Kode OTP nya ga di kirim"" :(",0
Tolong ada cabang nya di daerah jember pelosok maupun kota Dan daerah banyuwangi pelosok maupun kota,1
"Kenapa pas saya tekan ""lewati"" itu tulisannya ""oops maaf silahkan coba lain kali"" itu kenapa ?",0
"Dah dua hari saya dptarin tapi tetap gk bisa,kecewa",-1
Bodetabek dong jangan jakarta aja 🙂 aku di bekasi pengen banget bisa ikut berpartisipasi,1
Area bekasi kok belum ada,1
berapa kali di booking penjemputan ga ada yg dtg2 yg jemput. 😡😡😡,-1
"Dwitin semoga membantu,sampah yang biasa dibuang bisa jadi tabungan,terimakasih",1
Saya coba daftar kok ngga bisa yaa?? Apa karena sy belum mencakup daerah?,-1
Belum buka tapi liat tujuan dan manfaat nya ini baru namanya CERDAS,1
Aplikasi yang sangat mantap !,1
Halo Duitin Area Cakupan Surabaya Belum Di Open Nih Barang Saya Sudah Menumpuk Mau Di Timbang Eh Batal Terus Ternyata Area Surabaya Picking Soon Ah Gak Enak Buka Semua nya Dong,-1
Kenapa mau daftar tidak bisaaaaaaaaaa🥺🥺😭😭😭,-1
"Aplikasi bagus, sampah diambil",1
Sangat membantu sekali bagi saya yg mager.... Nhun DUITIN,1
Ga jelas verifikasi otpnya.nelpon doang dikasih ga no otpnya,-1
Di solo kapan buka kak? Kalau solo sdh buka saya kasih bintang 5,1
Gagal terus utk hubungi / dapetin duitin picker di Semarang. Minta solusinya krn barang sdh menumpuk,-1
"Minta kode referral donk, tapi yang besar bonus nya yaaa.. Hehe..",1
"Apakah adminya duitin dah mati? Mau ngisi domisili kok gk bisa2, ktanya suruh lengkapin profilnya",-1
"Maaf saya lgi download semoga membantu, saya buat aktif membersihkan Jakarta yang kotor",1
Admin...kalo utk bekas botol skincare bisa atau ga ya ?,1
Bagaimana menjadi mitra duitin? Karena di kuningan jawabarat sepertinya masih belum ada..,0
"Selalu gagal dapet kode masuk, gimana ya?",1
Alhamdulillah klau sudah ad terimakasih sebelumnya,1
Kak buat untuk daerah malang juga dong,0
"Otp nya ngga bisa, setiap 1 dtk mati",-1
"Di surabaya masih comingsoon:(( Ntar kalo udah ada, kasih bintang5🤩😌",0
"Tolong cakupan areanya dibuatin di jawa timur, kabupaten nganjuk",0
Kakak untuk daerah tanjung pinang kepulauan Riau tidak ada ya cabang nya?,1
Sukses selalu yaaa sampah daur ulang Duitin nya,1
Butuh kode referral. Omong-omong buat daerah Tambun Selatan kab. Bekasi belum adanya ka develofers?,1
"Tidak ada klasifikasi untuk Sampah elektronik ya? Tv, kipas angin, mesin cuci, dispenser, dll",-1
Kak kalau botol plastik minuman mineral bisa gak?,1
"Kapan nih masuk ke daerah kota bandung, soalnya saya sekarang domisili di kota bandung😀😀",1
Gak bisa daftar,-1
"Ini untuk semua daerah di Indonesia kah, bagaimana dgn mereka yg tinggal di Kabupaten apakah bisa mengikuti ini???",1
Untuk jenis sampah oli bekas bisa nggak min?,1
"Bagus, Tapi Kalau Kabel Atau Sepatu Bekas Bisa Ga ?",1
Klu daerah denpasar bali sudah ada yg ngambil kerumah belum?,1
"Ka bagaimana agar mendapatkan otp, soalnya susah sekali mendapatkan kode otp ketika mendaftar?",0
Maaf kok saya ga bisa masuk apk nya,0
Min apa di bagian Sulawesi Selatan Makassar.duitin bisa digunakan,1
"Kode otpnya gk muncul"":(",0
Bintang 4 dulu ya soalnya belum ada di Pekanbaru kalau udah ada baru saya kasih b 5,1
sayangnya belom ada picker buat wilayah bogor,1
"Hallo kak,cara dapet kode referal gimana ya?terima kasih",1
Saya ada di karawang apakah aplikasi ini bisa di gunakan..?,-1
Mau tanya kalau mau jual besi per spring bad bisa tidak ya? Mksh🙏🙏,1
Sementara aku kasih 3 dulu ya. Dan apakah daerah JAWA TIMUR sudah bisa?,0
tambah dong area cakupannya di bandar Lampung,1
Kok saya tidak terima sms otp,1
min tolong perbanyak picker di Cianjur dan Bogor dong..,1
Tolong di daerah makassar jg ada kak 🙏,0
adain dong untuk Kota Tasikmalaya sama ciamis 🙏,1
Masa di tebing tinggi gak ada,-1
Semoga dapat segera menjangkau seluruh Indonesia,1
Untuk wilayah surabaya sudah bisa atau belum ya?,1
Tolong daur ulang limbah kain bekas. Karena di daerahku limbah kain bekas obrasan itu tidak dimanfaatkan.,1
"Mau daftar tapi engga bisa, gimana caranyaa yaa?",1
apa daerah jawa barat sudah bisa semua? atau hanya dki jakarta saja,1
Saya buka aplikasi duitin agak susah ya,1
Cabang denpasar bali adakah taoi ko aku gk punya code nya ya,1
Kok otp ku g DTG datang. Segitu susahnya y,-1
Kok kodenya tidak masuk masuk. Tau lah Weh aku pusing,-1
Mau tanya buat admin nya.... Untuk area jawa tengah khusus nya area surakarta/solo apa sudah ada....?,1
Tingkatkan semangat untuk Indonesia bersih,1
kalau utk limbah kaca lembaran bagaimana?,1
saya tinggal di ciawi bogor apakah aplikasi inj bisa digunakan???,-1
"Untuk daerah Puncak Bogor udah bisa belum ya,, ??",1
"Apakah di Kota Metro, Lampung sudah bisa?",1
Aplikasinya ngk bisa kirim otp payah,-1
Sya kasih bintang 3 heula...ko sya gk nerima nomer otp?gk ada yg nlp ke nmer sya,0
"GUYS CUMAN MAU KASI TAU YANG COMPLAIN MASALAH OTP, KALIAN KAN NNTI ADA TELEPON MASUK KALIAN LIAT NOMOR TELEPON SI PENELPON ITU 4 DIGIT ANGKA PALING AKHIR ITU NOMOR OTP NYA YAAAA JANGAN LUPAAA",1
Solo dong plis...kalo bisa sekalian karanganyar surakarta 😍,1
Aplikasinya tiba tiba blank biru,-1
Sampai saat ini kok saya belum dapat kode Referal,-1
Kenapa ga bisa di daftarkan ya?,-1
"Mengapa saya mau daftar, selalu kembali",1
Kali ini 3 dlu karna gw masi bertanya tanya apakah ini di seluruh indonesia,0
Min kenapa kode otp ko ga muncul ya ????,0
"Rmh saya daerah pamulang, sampah saya atau barang2 plastik saya tidak ada yg ngambil padahal udh saya pisah2in",0
otp nya ga masuk masuk,-1
Saya gk dapet akses ke apl harus pke kode refeal,-1
Mantapppp👍👍👍membantu n berguna bangat aplikasinya....👍👍👍,1
Di tunggu untuk area Jateng(Banjarnegara),1
Di Bandar Lampung blum ada sampah daur ulang,-1
Trimakasii aplikasi memudahkan masyarakat semoga bermanfaat,1
"Korban tiktok 🤣 , jadi download app dah",1
"Saya kasih, 3 bintang dulu klo bnar terbukti saya tambah bintang, 2🙏",0
Lengkap bgt hrs isi data pribadi scr detail,-1
Ga bisa dpt kode otp di agkt ga ngomog,-1
Kenapa di bekasi sementara ditiadakan ya?,1
"Andaikan semua orang peduli sampah dengan memilah jenis sampah dan mendaur ulangnya, jadi tidak langsung dibuang ke TPA gitu. Area cakupannya ditunggu dijogja ya minn 👍👍",1
Semoga bisa mengurangi sampah negara,1
Hai ka apakah di Cianjur Jawa barat bisa??,0
Kode otp nya ga masuk masuk,-1
Kak di sumatera utara uda ad apa bekum ya.,1
Kok ga bisa verifikasi nomor telepon ya?,-1
Bakal aku gunain kalau area Surabaya sudah berhasil jadi wilayah cakupan,0
Saya tinggal di kabupaten Cianjur apakah apl ini bisa di gunakan,0
"Saya ga bisa masuk daftar, apakah harus diisi kode referal?",-1
Bagus banget aplikasinya,1
Ga dapat dapat drivernya,-1
q kasih bintang 5 semoga duitin memang membayar amin,1
Kalo d bandung belum ada. Apakah Ini bisa dikirim ?,1
Berapa kg batas minimal & maksimalnya Apakah kota Bogor bisa di jangkau.,1
Kok saya gak bisa daftar ya,1
Buat aplikasi duitin semoga bisa buka cabang di daerah Kalimantan dan Sulawesi,1
Lebih baik jual ke tukang rongsok masa botol kaca bekas minuman 3kg cuma diharga 750 perak sedangkan di tukang rongsok dihargai 1000/botol,0
saya tidak bisa daftar kenapa?,-1
Mau nnyak boleh kah? Untuk daerah batam ini udah ada belum?,1
Kenapa saya tidak mendapatkan kode referral?,-1
"Bandung ada ga nih ? Kalau belum ada , tolong adain dong.",1
referal buat kalian. tolong kerja sama nya. LUTF710,1
Utk kota surabaya ada gk y? Agen duitin utk brng2 bekas atau daur ulang gt.,1
"Permisi admin, untuk area Kalimantan Selatan apakah sudah tersedia?",1
"mohon maaf min ijin bertanya, apakah untuk daerah jateng cilacap sudah ada?",1
Yahh semarang belum ada.,0
Kok gabisa daftar sih?,0
Di daerah kabupaten tangerang dah cakup belum ya? Terutama dekat perbatasan kabupaten bogor?,1
Kota semarang bisa gak kak ?,1
Kode otp tidak masukmasuk,0
"Apakah daerah lombok timur, kec.pringgabaya, NTB sudah ada?",1
Bintang 1 dulu.Dapetin Kode OTP nya susah,-1
Bisa digunakan didaerah pelosok kh ini,-1
Tidak bisa daftar aku 🙁,1
Semoga NTT juga bisa di jangkau,0
Sayang untuk daerah tangerang belum Ada neh,-1
Siapa yang datang kemari gara gara tiktok.,0
Jika membantu masyarakat kami akan lebih giat,1
"Soon palembang, ditunggu yaa",0
Apakah duitin sudah masuk ke area yogyakarta?,1
Untuk wilayah Tangerang Kota belum ada ya min?,1
Kok blm dikasih kode otp nya...,1
Untuk kota probolinggo apakah udah ada?,0
Anggota baru jadi belum ada pengalaman,1
Bagus sekalli cepat sekalli ada sampai Saya mau,1
Cara kerjanya gmna yah,-1
Area surabaya kapan min...jd nggak sabar menunggu 😥🤔,1
Beritahu saya kalau aplikasi ini sampai di kota serang banten. Provinsi tetangga jakarta.,0
Utk wilayah Kalimantan Utara Tanjung Selor ( Bulungan) apakah sdh ada ya utk penjemputnya,0
Biaya admin 20% gakebesaran ya wkwk,-1
Bangka Belitung kapan min ada?,1
"Semoga menjangkau desa saya, terbaik...!",1
Tasik belum ada 😐😐😐😐,-1
Dimedan sudah bisa atau belom ya min????,1
"Ampas bgt sistemnya, mau verifikasi telpon aja 1000x g dihubungin kocak",-1
Di hargai terlalu rendah di banding abang2 tukang rosok hhmmmm,-1
Daerah sumatra utara tepatnya pematangsiantar udh ada gak?,0
"bogor kok belum yaaaa,, kapan nih miiin",-1
wah boleh juga nih ...,1
Sayang di jogja belum ada,1
Toooop sampah jadi duit!!!,1
kapan ke daerah kota Malang,1
"Hadirkan di kalimantan dong Palangkaraya, pangkalanbun, sampit dll",0
Untuk kota karawang bisa gak,1
Daerah bangka Belitung kapan ya?,-1
Nanti diulas kembali :),0
Cara mendaftarnya gimana ya?,1
"Apa sudah mencakup jatim, mojokerto",1
"Cara OTP sudah Berpa Kali Ga Bisa"" gimna Min",-1
Di daerah ku gak ada yang ambil,0
Belum sampai kotaku,-1
di samarinda udah ada gk yaa,1
Apakah purwokerto sudah bisa ?,1
"Kode OTP Gamasuk, gajelas",-1
Bagus.. semoga kedepannya bisa sampai Kab. Serang dan Kota Cilegon Banten,1
Ini belum ada di Jawa tengah yaa ??,0
"Mau tanya, ini kita membayar apa kita yg dibayar.. ?",-1
Aplikasi terbaik,1
SEMOGA CEPAT BISA MENCAKUP AREA DI BALI🙏,1
Kapan surabaya ada min? Saya sangat berharap.,-1
D tunggu area Surabaya min...jd kasih bintang 2 dulu ya,-1
Ini mencakup area mn aja ya?,-1
Untuk area cakupan karawang ada kah?,1
Sangat membantuuw,1
Keren Inovasi nya...,1
Wilayah kerja nya dimana aja min,1
Saya br mw coba sapa tau beruntung,1
Kapan hadir di kota surabaya,-1
Gaada picker lama bngeeet:(((,0
Apakah lampung bisa?,-1
Mau daftar DC mulu,-1
Sudah bisa. Masuk. Semoga kedepannya.. ok,1
Otp nya nggak muncul wong,-1
SAYA KOK GABISA DAFTAR YA KAK ADA APA NI?,-1
Apakah sudah sampai lampung?,0
Apakah duitin ada di Jakarta?,1
Gak dikirimin kode otp,-1
Tangerang kota kapan ???,1
Utk smntra 2 dulu....lw udh ada di Medan...saya akan ubah rating ny admin👍👍👍👍👍,-1
Area Makassar Gowa belum ada ya kak?🥺,1
Gk bisa daftar,-1
Terus kembangkan yah 👍🙏,1
kembalikan uang kami,-1
"Mo nanya, gw disuruh update?",0
Saya tinggal di kota Balikpapan apakah sdh terjangkau,0
Mantan gua bisa diduitin gx ya,1
Harus ada cabang di Surabaya dan Sidoarjo,1
Daerah makassar sudah ada?,1
Saya belum menerima otp,0
Ini make nya gimana ya ?,0
Apakah di Purwokerto ada ug jemput sampah nya?,0
Mantap bang agi,1
Kapan di kabupaten Oku timur Sumsel ada ?,-1
mantaaf min maju teruus,1
Harga ny minyak jelantah murah banget,-1
Susah buat kode otp nya,1
Mau order susah,1
Ko kesalaahan daftr terus ya??,1
Boleh minta no WA nya min duitin,1
Apakah medan tidak bisa,1
Dimakassar belum ada yah?,0
Susah OTP nya,-1
Team datang sesuai dengan jadwal yg disepakati,1
Apk kaga jelas,-1
Sudah ada kah di Balikpapan Kalimantan timur,1
Coba tambahin daerah padang min,0
Dua dulu.... Minta kode referal donk? 😁😅,-1
Jakarta timur dan tanggerang adagak Terimakasi,1
Semoga Bermanfaat.Sukses,1
Sya kasih 2 bintang dulu,-1
berguna bgt😍,1
Semoga bermanfaat,1
Bogor udah ada belum ya?,0
Di daerah cikarang bisa kah??,-1
Maaf GAGAL FOKUS,-1
Kapan ada di banyuwangi?,1
Saya setuju,1
Semoga bermanfaat,1
TULUNGAGUNG BUTUH PICKER,1
wah..ok banget nih..,1
Mantapppp saya percayaaa,1
Semoga bermanfaat,1
Menguntungkan,1
SEMOGA MAKIN BERKEMBANG 😘,1
Mantul,1
Good,1
Melagukan,1
Inovasi baru,1
Keren,1
Ntaps:),1
Makassar join,1
Soryy for this app,1
👍,1
Ka Gadapat no Vrivikasi nya,-1
"Min,kok gak bisa log in ya?",0
Good Service,1
Mantapp inovatif,1
Bagus👍👍👍,1
Surabaya belum ta kok picking soon,-1
Aplikasi cacat,-1
Mantap,1
Bagus,1
Keren👍,1
sangat bagus,1
Saya Coba,1
👍👍,1
Mantap,1
katë buka ndik blitar! entuk duwek teko sampah daur ulang,1
Mantap nih,1
duitin loves the earth,1
Ok WA duitin :),0
Kesini gara2 tiktok,1
Bagus,1
duitin loves the earth,1
Omg,-1
Bagussss,1
Bgus,1
Mantap,1
bintang,1
Top,1
Menarik..,1
Aplikasinya msh blm sempurna respon nya terlalu lama.. pdhl kuoata dan Sinyal Full..tampilannya msh kurang menarik..tolong di sempurnakan lebih baik lagi agar lebih mudah dn tampilanya lebih menarik lagi,0
"Mohon lebih diperbanyak mesin RVM-nya, Sistem aplikasinya & Mesin RVM-nya fisiknya pun mohon dimaintenance. Karena, selain karena tertarik dengan poinnya, pengguna bahan plastik pun banyak sekali di Jabodetabek. Banyakin juga ya event-eventnya diinfokan di instagram. Tapi, CS-nya TOP..Membantu & ramah sih..Sukses terus. Terima kasih.",1
"Pelayanan cs nya cepat, ramah, jika masih ada kendala ditelpon langsung oleh cs. Aplikasinya lancar tidak ada kendala. Fitur search rvm/dropboxnya masih tidak ketemu lokasi yg dicari walau sudah sesuai perintah jadi harus liat list rvm/dropbox dan itu butuh waktu lama. Semoga bisa semakin banyak rvm dan dropboxnya di seluruh daerah supaya sampah plastik dpt didaur ulang dengan baik dan semakin banyak kerja sama dengan perusahaan lain. Semangat terus tim plasticpay!!!",1
"Aplikasi cacat. Masuk harus klik 'ingat saya' . Tapi setelah keluar mau masuk lagi tetap Blank harus isi lagi. Ga ""ingat saya' aplikasinya. Tidak ada petunjuk cara pakai, plastik apa saja yang boleh dimasukkan.",-1
"mau bikin akun di app gaada respon samsek. loading ga pernah selesai. saya lalu ngulang un&reinstall di app market bawaan hp (sebelumnya dari playstore) tapi sama aja. mesin pengumpulan di alfamart ga berfungsi baik, sensornya kurang responsif dan waktu ngeprint qr code selalu gabisa, error melulu. botol tetap saya tinggal di mesin sih, tapi rasanya kayak gini buat apa pake app dan mesin segala...",-1
"Idenya bagus, sangat diapresiasi.. tapi sayang, log in2 melulu tiap mo buka aplikasinya.. iya kalo langsung masuk.. ini lamaa banget, malah kadang ga bisa masuk2.. jadi dibawa lagi deh botolnya..",1
"Sementara segitu dl. Banyak reverse vending machine penuh, lebih tepatnya membludak. Botol-botol malah tidak muat menampung. Kalau caranya begini, ini namanya program pengurangan plastik tidak berjalan lancar",-1
Perusahaan yang memiliki visi misi yang sangat bagus untuk mengatasi permasalahan sampah atau lebih spesifiknya sampah botol plastik. Mudah2an plaaticpay bisa terus bertambah maju dan bertambah lebih banyak lagi untuk mesin RVM nya....💪,1
"Aplikasinya bagus, tapi mesin untuk tukar botol jadi uangnya juga kurang. Jadi tlng diperbanyak mesinnya dan harga perbotolnya jangan terlalu kecil, contohnya di Buleleng belum ada mesinnya.",0
"Aplikasinya okay..Dengan adanya program pertukaran botol plastic dengan point, saya jadi semangat melakukan pemilahan sampah plastik dan saya ajarkan hal ini ke keluarga saya. Terima kasih plastic pay sudah menjadi sarana untuk membuat bumi ini semakin baik 😘👍👍",1
"Hanya tersedia di area perkantoran. Dan tidak dapat akses masuknya. Dan hanya untuk internal. Udah jauh jauh Dateng, sia sia. Saran aja, kalo untuk internal jangan di promosikan untuk umum.",-1
"Halo, ini mengapa saya tidak bisa terus login ya. Padahal mau login dengan akun google secara otomatis tetapi malah diarahkan ke arah daftar padahal saya sudah punya akun dengan beberapa poin. Apa terdapat bug kah? Mohon segera bisa diatasi. Terima kasih.",0
CS responnya baik. Semoga bisa segera diperbanyak mesinnya dan pengangkutan botol plastiknya nggak perlu menunggu mesin penuh.,1
Semoga kedepannya bs lancar penggunaan sistem di apps maupun di mesin RVM nya. Trmsuk update secara berkala agar lbih baik lg.,0
"Bagus banget sii ide nya , call centre nya pun gesit bat , btw cuma rada kurg nyaman ajja sama mesin nya yg terbillang cukup lama untuk menelan botolnya , kadang sampe pegel wkwk , but ini inovasi bgt",1
"Sejauh ini kerennn, saya sudah banyak menukar kan botol melalui plasticpay, dan poin bisa di reedem dengn mudah,, bisa belanja produk hasil daur ulangnya juga,,, semoga kedepannya bisa berkembang se Indonesia ya,,, kerennn dech pokoknya",1
Sayakasih bintang 2 dulu .. kalau ada kinerja yg lebih maksimal saya rubah jafi bintang 4/5. Alasan saya karena Barang sudah di pick up pada hari jumat tgl 23-07-21 . Menurut stafnya hari senin tgl 26-07-21 akan masuk otomatis. tp point sampai saat hari ini tgl 27-07-21 belum ada masuk .. . .,-1
"Edit : Gak bisa login, mau login bukannya daftar tapi terus aja di menu daftar dan coba daftar lagi justru email dan no.telp udah terdaftar, aplikasinya berjalan baik atau nggak kurang tau karna gak bisa login",0
"Di aplikasi pengajuan nya bisa dirumah,saya ajukan dari tanggal 2 okt 2021 sampai 15 okt 2021(hari ini) tidak ada feedback lagi, apakah di cancel atau tidak pengajuan saya,chat terakhir dengan cs hanya menanyakan apakah saya pengurus perumahan atau tidak.. setelah itu tidak ada feedback lagi,aneh sekali pelayanan nya..wkwk",-1
"Inovasi baru dan bermanfaat untuk kebersihan lingkungan, karna botol2 plastik tidak terpakai bisa didaur ulang oleh plasticpay dan juga setiap botol yg ditukarkan bisa mendapatkan uang. Tetap berinovasi plasticpay!!",1
"Haloo, saya pengguna baru di aplikasi ini. Meskipun di Jawa Timur masih belum ada, semoga secepatnya dropbox nya merata ya, karna dengan adanya aplikasi ini membuat masyarakat bisa lebih peduli terhadap sampah.",1
"Sangat membantu sekali , aplikasinya mesinnya, Sistemnya... hebat pokoknya, semoga kedepannya jauh lebih baik lagi terutama dlm pemeliharaan mesin (RVM) 🙏👍",1
"Plasticpay memang Ok, bermanfaat banged. Customer Supportnya jg ramah, pelayanannya memuaskan. Harapan saya semoga saja mesinnya lebih diperbanyak lagi dan ditempatkan di beberapa titik yg bisa dijangkau.😍",1
